EmployeeID,FirstName,LastName,Department,JobTitle,HireDate,Salary,BonusPercent,City,State,Country,Email,PhoneNumber,PerformanceScore,ManagerID,LeavesTaken,OvertimeHours,ProjectsHandled,Gender,Age
156,Mitchell,Conrad,HR,Developer,2016-12-01,71729.07,14.87,Lake Elizabeth,Arkansas,India,cooperrebecca@hotmail.com,001-964-763-7632x620,Excellent,41,12,50,7,Female,40
157,Larry,Clark,HR,Manager,2018-12-07,66627.69,12.38,West Travis,Texas,India,elliottjudith@anthony-johnston.info,962-800-6071x78170,Average,6,15,0,2,Female,41
158,Matthew,Frost,Finance,Executive,2022-08-21,72939.96,14.73,East Randymouth,New Hampshire,India,tony36@gmail.com,(748)673-5418,Average,35,14,24,13,Male,42
159,Sharon,West,Marketing,Executive,2024-03-30,39510.66,8.26,Michaelshire,Ohio,India,schneiderpaul@duffy.info,(574)802-0448x26231,Average,25,17,8,3,Male,22
160,Brandi,Kim,HR,Analyst,2016-04-18,33277.99,6.62,South Lisashire,New Jersey,India,lisafreeman@tran.com,(099)881-5499,Excellent,37,7,17,5,Male,37
161,Carolyn,Jimenez,Marketing,Analyst,2019-03-14,35511.54,11.95,Christineborough,Missouri,India,jonesalexandra@hurst-johnston.com,001-508-949-5046x06458,Average,50,28,39,4,Female,52
162,Alexis,Kline,IT,Developer,2020-09-07,87681.49,5.84,South Courtney,South Dakota,India,saragonzalez@yahoo.com,001-094-674-4474,Excellent,45,13,27,11,Male,23
163,Nicole,Underwood,Finance,Coordinator,2017-01-13,91119.41,17.13,Brendafort,Florida,India,ncarter@buckley.com,8847105460,Excellent,4,13,21,6,Female,38
164,Linda,Perez,IT,Coordinator,2023-12-02,107647.75,6.06,North Jessicastad,Michigan,India,bfrazier@gmail.com,(252)394-6879x19811,Excellent,24,7,15,9,Female,32
165,Alexa,Bennett,HR,Coordinator,2017-07-06,42885.35,5.38,West Valerietown,Rhode Island,India,nicholasmueller@brooks.org,167.648.1789x5074,Average,28,15,40,12,Male,41
166,Kimberly,Branch,IT,Executive,2019-03-22,58310.77,7.2,Brownside,Texas,India,usutton@yahoo.com,493.896.5253,Average,33,7,5,10,Male,60
167,William,Campbell,Marketing,Executive,2015-10-16,55279.15,15.73,West Misty,Alabama,India,apitts@williams.org,(441)422-9321,Average,38,14,31,13,Female,38
168,Paul,Grimes,Marketing,Manager,2017-02-21,30598.15,8.68,Port Anthonyburgh,Nevada,India,kimberlyclayton@yahoo.com,107.713.0648x81512,Excellent,48,8,4,4,Male,28
169,Martin,Davila,Operations,Executive,2022-05-06,70903.52,19.81,East Isaac,Minnesota,India,rhudson@hotmail.com,273-473-3780,Average,45,26,44,7,Female,31
170,Mark,Molina,Marketing,Analyst,2018-02-20,34659.02,11.62,Mackview,Washington,India,vbailey@hotmail.com,471-078-7096x83373,Average,15,9,15,15,Female,33
171,Stephanie,White,Marketing,Developer,2017-01-06,96026.77,6.89,South Jessica,Texas,India,dwayne36@gmail.com,001-304-633-6953x8154,Poor,15,6,46,14,Male,31
172,Kimberly,Jenkins,Operations,Executive,2025-06-13,113494.27,5.51,North Joanne,South Dakota,India,barry64@yahoo.com,8470034798,Poor,16,20,18,2,Male,22
173,Danielle,Ramsey,Operations,Analyst,2019-04-07,119535.3,16.81,Normanfort,Alaska,India,harrelllauren@livingston-tran.com,535-851-8362x0692,Average,2,10,22,7,Male,50
174,Kelli,Thompson,Finance,Manager,2025-06-16,117119.82,14.38,Warnermouth,South Dakota,India,gregory44@yahoo.com,163.231.0505x602,Excellent,21,20,50,13,Male,46
175,William,Bailey,IT,Analyst,2016-07-25,48167.02,9.13,East Michelle,New Mexico,India,cynthiasimon@hotmail.com,(079)897-3233x425,Average,23,15,46,11,Male,52
176,Tanya,West,HR,Manager,2016-08-09,114986.99,18.19,New Katieville,Washington,India,travisporter@yahoo.com,(677)738-3568x7190,Poor,30,8,6,7,Female,58
177,Zachary,Warren,Operations,Coordinator,2020-03-19,68089.4,6.41,North Danielborough,Alaska,India,courtneyrobinson@barnett-weaver.biz,1907783195,Average,4,7,26,13,Male,35
178,Karen,Brown,Operations,Manager,2016-09-14,59505.9,18.06,West Alicia,Hawaii,India,briandaniels@wilson.info,808.247.8235x76048,Excellent,37,18,44,10,Male,48
179,David,Rodriguez,Marketing,Manager,2019-04-25,49600.67,19.49,West Karen,South Dakota,India,idelgado@gmail.com,053.824.8174,Good,8,15,9,12,Male,37
180,Matthew,Haney,Finance,Developer,2016-07-03,83738.55,6.54,Hayneshaven,Vermont,India,jessica21@yahoo.com,001-570-355-4575x09848,Good,7,19,6,8,Female,33
181,William,Carter,Operations,Manager,2019-10-04,65897.01,12.3,Hoodshire,Iowa,India,isaacpratt@hotmail.com,001-914-221-1459,Good,36,4,42,12,Male,36
182,Toni,Combs,Finance,Manager,2020-11-12,116712.54,13.42,Michaelmouth,Rhode Island,India,leemichele@gmail.com,+1-387-958-5185x761,Average,29,23,41,10,Male,44
183,Mary,Atkins,Operations,Analyst,2020-06-22,77465.69,5.57,North Heather,Idaho,India,kimberly66@gmail.com,014-298-1630x9937,Average,12,10,12,2,Male,33
184,James,Morgan,IT,Analyst,2020-12-13,35115.44,8.44,Brightton,Florida,India,tanya01@hotmail.com,001-241-526-9393,Poor,27,24,27,4,Male,27
185,Christopher,Jackson,Finance,Developer,2019-10-09,62058.55,16.37,South Robert,Iowa,India,owilliams@hotmail.com,(353)317-5181x8915,Excellent,5,6,46,5,Male,29
186,Elizabeth,Carroll,Marketing,Analyst,2025-01-06,47198.07,11.09,North Courtneyville,Nevada,India,brittany81@pratt.com,945-159-3394,Average,46,14,43,13,Male,27
187,Gary,Mitchell,Finance,Executive,2025-05-19,65496.7,17.08,Combshaven,North Carolina,India,ubryant@mann-bennett.com,001-144-885-4055x8398,Average,13,22,39,11,Male,57
188,Angela,Lawrence,Finance,Executive,2022-11-03,105013.69,7.26,Rodriguezfurt,South Carolina,India,maria70@gmail.com,(009)664-0316x64741,Excellent,2,20,38,15,Male,33
189,Christine,Martin,IT,Coordinator,2019-03-08,88638.52,17.49,Lake Peter,Iowa,India,tylerpollard@gmail.com,1140606754,Average,41,27,45,13,Male,40
190,Elijah,Jimenez,Finance,Analyst,2024-04-15,46477.09,18.5,South Michael,Wyoming,India,mmorrow@york-warren.com,(939)275-6874,Poor,9,7,48,14,Male,29
191,Ian,Mcconnell,Marketing,Coordinator,2019-05-09,88214.97,15.86,East Kimberlyton,Kentucky,India,john30@young.com,871-230-8169x6295,Average,43,28,34,8,Female,31
192,Jason,Williams,HR,Coordinator,2022-12-29,101338.25,17.28,Robinsonberg,Kansas,India,graylisa@lutz.com,523.526.4729x74189,Average,44,13,29,4,Female,47
193,Amy,Edwards,Finance,Developer,2023-07-31,64700.9,11.37,Kathleenton,New Jersey,India,garyarnold@larsen.com,+1-455-581-9811x985,Average,21,6,32,2,Male,37
194,David,Matthews,Marketing,Manager,2022-07-13,103462.94,10.76,New Adam,West Virginia,India,mooremichael@garcia.info,001-261-237-6780x6697,Good,8,2,49,3,Male,34
195,Anne,Moreno,Operations,Analyst,2022-09-12,78957.2,16.48,Willistown,Pennsylvania,India,patrick20@barron.org,+1-887-647-7415x05457,Good,45,2,49,12,Male,58
196,Erin,Gomez,Finance,Manager,2019-07-29,98883.2,15.12,Jonesstad,Michigan,India,cjohnson@garcia-young.biz,9127602977,Excellent,4,23,5,15,Male,36
197,Samuel,Gonzalez,Marketing,Manager,2016-08-21,56781.66,6.8,Smithside,South Carolina,India,walshglenda@yahoo.com,(437)678-7318x304,Average,20,22,28,9,Female,23
198,Robin,Carey,HR,Manager,2019-09-11,67731.22,15.49,Williamsberg,Massachusetts,India,wclark@gmail.com,+1-840-978-5612x91320,Excellent,8,30,15,7,Male,29
199,Roger,Andrews,Marketing,Coordinator,2019-03-18,46891.09,6.06,West Martin,Texas,India,ipowell@yahoo.com,001-780-766-0236x82723,Excellent,31,0,40,10,Male,23
200,Jennifer,Rich,IT,Coordinator,2024-05-24,104716.67,15.46,Quinnton,Hawaii,India,james64@atkins-crawford.com,4312361025,Poor,33,12,31,1,Female,52
201,Samantha,Hicks,Marketing,Developer,2016-08-30,97289.04,17.01,Monicabury,Michigan,India,catherine91@snyder-cook.net,517.713.1711x14020,Poor,24,2,19,10,Female,49
202,Donald,Mendoza,IT,Analyst,2018-06-15,67920.26,10.76,North Natalieview,Oklahoma,India,robin24@torres.com,781-561-4175x398,Excellent,27,21,7,12,Male,40
203,Fernando,Vasquez,HR,Developer,2023-05-31,90277.06,8.57,Port Dustin,Mississippi,India,lambertfrank@lee.org,001-572-589-3079x09295,Good,6,22,8,1,Male,54
204,David,Bishop,HR,Analyst,2022-12-04,72843.82,13.08,Lindaville,Michigan,India,meghanpatel@thompson-snyder.com,001-745-912-6339x5351,Poor,31,22,4,13,Male,24
205,Todd,Wagner,Operations,Developer,2020-07-24,32569.72,17.9,West Carol,Pennsylvania,India,rlarson@stanley-lopez.info,001-529-610-9900,Average,14,18,6,8,Male,32
206,Bethany,Davis,IT,Analyst,2023-01-19,35459.41,8.63,New Xavier,Arkansas,India,michelle66@calderon.biz,(069)899-6823x478,Poor,6,5,1,5,Female,35
207,Lisa,Zamora,Operations,Analyst,2015-09-25,111720.51,19.05,Garciabury,Georgia,India,davislaura@jordan.com,725.987.2182x67907,Poor,16,4,48,6,Male,23
208,Dana,Odonnell,HR,Developer,2021-06-04,112445.92,12.65,West Davidside,Texas,India,matthew60@olson.info,001-434-127-2039x1662,Poor,31,8,12,6,Female,35
209,Jose,Gonzalez,Finance,Coordinator,2024-06-04,50497.63,7.4,South Joan,Wisconsin,India,joseph73@gmail.com,317.000.9735x9569,Average,36,18,31,12,Female,59
210,Scott,Wong,Operations,Analyst,2019-05-23,103620.53,16.81,Port Raymond,Michigan,India,kellywalter@vasquez.com,001-405-042-9501,Average,32,0,14,1,Male,26
211,Tanya,Turner,IT,Analyst,2015-12-14,63610.42,8.07,Careyfort,West Virginia,India,tgarcia@garza.com,(661)911-8526x93310,Excellent,29,27,41,6,Male,33
212,John,Martin,IT,Coordinator,2023-08-21,90471.44,7.2,West Erin,New Jersey,India,fpeterson@yahoo.com,196.536.7209x617,Average,49,23,31,5,Male,59
213,Rebecca,Jarvis,Operations,Executive,2018-12-01,59997.23,8.08,Lake Juan,Nevada,India,shunter@hotmail.com,340-626-6513,Excellent,33,30,8,6,Male,47
214,Debra,Blake,HR,Executive,2024-01-21,76177.42,19.29,East Christopher,Iowa,India,linda59@hotmail.com,349-438-7826x17546,Average,6,7,34,5,Male,44
215,James,Mcconnell,Marketing,Coordinator,2023-07-15,35856.12,18.65,South Marilyn,Idaho,India,omartin@hotmail.com,+1-968-088-3295x9677,Good,20,27,43,7,Male,23
216,Jamie,Mejia,HR,Developer,2024-10-31,64084.68,12.36,North Carlos,Maine,India,troygarrett@smith.com,+1-571-515-4980,Poor,13,27,24,8,Female,44
217,Allen,Owens,HR,Developer,2020-01-17,82771.9,14.6,Beasleyhaven,Nebraska,India,slynch@gmail.com,578-484-2942x0912,Average,10,3,19,3,Female,45
218,Lisa,Barajas,HR,Manager,2024-01-31,75322.7,17.27,Barberburgh,Nevada,India,khines@gmail.com,493-179-0363,Excellent,24,26,3,1,Female,42
219,Dale,Lee,IT,Developer,2019-02-03,107109.56,9.22,Shepherdstad,Virginia,India,matthewholmes@hotmail.com,270.603.1464,Excellent,6,16,48,8,Male,25
220,Daniel,Rivera,HR,Coordinator,2022-04-15,68011.44,18.79,West Kevin,Nebraska,India,amyreyes@gmail.com,001-468-310-2771x4262,Poor,28,12,47,14,Male,53
221,Jessica,Romero,Operations,Developer,2015-09-09,57963.72,10.84,Nielsenfort,Alaska,India,ebrown@hotmail.com,926-092-7805x54580,Poor,23,14,0,7,Male,45
222,Charles,Johnson,Marketing,Manager,2015-10-29,70771.02,6.07,Racheltown,Alabama,India,emily70@west.biz,+1-410-508-0810x5543,Excellent,46,6,41,14,Female,26
223,Michael,Cohen,Operations,Developer,2016-03-26,44959.54,15.66,Lake Kellyton,New York,India,zpetersen@allen-palmer.com,8258975915,Excellent,7,0,9,14,Female,37
224,John,Miller,Marketing,Manager,2021-10-03,68848.4,11.13,Wrightmouth,Michigan,India,zwong@little-reeves.biz,+1-033-356-6386,Good,2,2,44,5,Male,43
225,Donna,White,Marketing,Coordinator,2017-05-27,84596.13,11.14,Bryanborough,Minnesota,India,jimeneztyler@gmail.com,+1-090-011-6339x22659,Poor,23,15,16,13,Male,60
226,Jimmy,Campbell,Operations,Coordinator,2015-09-27,101616.29,14.82,Porterton,New Mexico,India,mlynch@gmail.com,(837)090-3130,Poor,21,1,48,14,Female,45
227,Mark,Salinas,Marketing,Manager,2017-05-14,41255.24,11.53,Laurenfurt,Ohio,India,lopezmichael@johnston-bennett.com,+1-075-625-0232,Good,44,7,9,8,Female,35
228,Natalie,Johnson,HR,Developer,2018-06-14,87711.13,12.39,North Jody,Kentucky,India,jbrennan@yahoo.com,(206)898-5809x756,Good,31,23,0,12,Male,26
229,Rita,Hutchinson,Finance,Coordinator,2022-03-05,56411.14,6.24,East Brandon,Connecticut,India,qferguson@hotmail.com,001-582-079-2542x63856,Good,38,27,19,4,Female,55
230,Andrea,Turner,IT,Executive,2020-04-27,83663.74,8.31,Anthonyville,Maine,India,sarahpierce@scott.org,3887041873,Good,22,7,37,13,Male,37
231,Johnny,Blackburn,Operations,Coordinator,2021-03-27,87215.52,10.9,Aguilarfurt,Nebraska,India,jeffreywilliams@hicks.info,550-031-7079x0531,Poor,33,14,22,11,Female,46
232,Wendy,Bowman,IT,Developer,2025-02-09,107302.31,18.6,New Taylor,Washington,India,lisa08@west-walker.net,118.333.4692x782,Average,36,23,0,5,Female,29
233,Thomas,Mcneil,HR,Developer,2015-10-17,118469.77,18.58,North Sharon,Idaho,India,tiffany79@wilson.biz,336-596-3695,Excellent,26,11,28,7,Female,33
234,Lori,Stone,HR,Analyst,2017-10-16,70418.03,9.06,Jessicahaven,Iowa,India,samuel61@mcdaniel-hill.com,(459)816-7540x7914,Excellent,33,11,2,10,Female,46
235,Amber,Morse,Finance,Developer,2023-11-23,48910.13,8.86,South Brianfurt,Utah,India,rachelrivera@baker.com,+1-451-335-8954x10833,Excellent,40,2,35,2,Male,40
236,Diane,Pugh,HR,Analyst,2016-10-23,63251.87,11.06,Port Danaville,South Carolina,India,thomas85@kim.com,330-863-4202,Average,47,16,16,12,Female,24
237,Anna,Davis,Operations,Executive,2023-08-18,101970.32,14.7,Port Scottview,Wyoming,India,amygriffin@fisher-bennett.biz,(348)756-7864x0959,Poor,28,28,4,7,Female,60
238,Kylie,Ortega,HR,Executive,2024-02-05,48470.53,16.67,Fisherburgh,Ohio,India,gdunn@gmail.com,(942)906-4567x331,Poor,24,23,41,2,Female,48
239,Chris,Robinson,Marketing,Developer,2019-11-27,51835.34,11.99,Bryanton,New Mexico,India,nathanrivera@yahoo.com,001-306-405-1042x48934,Average,44,29,16,6,Male,26
240,Rickey,Cantu,Operations,Executive,2018-02-20,54732.68,10.34,Lake Lauramouth,Florida,India,justin10@young.com,+1-102-579-8840,Poor,16,2,46,6,Female,41
241,Tamara,Davis,Finance,Manager,2017-04-04,49146.97,6.99,South Maria,Texas,India,fmiller@gmail.com,001-340-894-7328x05956,Poor,40,6,42,15,Male,22
242,Andre,Castillo,IT,Executive,2020-12-21,33775.37,5.34,Scottfort,New Hampshire,India,angelagordon@gmail.com,138-187-8681x3104,Excellent,16,4,22,9,Male,60
243,Amber,Williams,Operations,Developer,2023-04-22,109791.43,14.14,New Reneemouth,Montana,India,mhaynes@shields-gordon.com,001-199-620-4922x2864,Poor,45,19,1,4,Male,49
244,Kristi,Rice,IT,Manager,2017-07-21,72918.7,7.34,South Jenniferfurt,Maine,India,connor76@fitzgerald-allen.com,+1-089-903-8335x313,Poor,16,19,48,10,Female,53
245,Michael,Anderson,Marketing,Analyst,2018-03-09,60430.26,17.35,Loweryshire,North Dakota,India,christopherwells@hotmail.com,+1-767-617-5108x74188,Average,47,24,44,12,Female,41
246,Candace,King,IT,Executive,2017-12-05,106924.72,5.11,Lake Karen,Illinois,India,tara17@taylor.com,693.722.5856x2980,Average,29,18,20,14,Male,49
247,Robert,Johnson,HR,Developer,2024-09-16,61670.33,12.05,Adamsbury,South Carolina,India,ywalls@lee.com,+1-322-001-9595x9339,Average,9,27,24,2,Male,47
248,Donna,Richardson,HR,Manager,2020-08-16,75254.28,6.56,Latoyatown,Louisiana,India,vazquezashley@gmail.com,6392097756,Excellent,27,10,26,1,Male,38
249,Jodi,Castillo,Operations,Executive,2019-03-03,103755.92,18.75,Hallhaven,Massachusetts,India,gibsonjason@wheeler-miller.com,564-120-2737x59432,Average,5,19,17,5,Female,49
250,Cody,Mcmillan,Finance,Coordinator,2024-04-13,94064.78,17.36,Leblancmouth,Arkansas,India,melissa32@palmer.com,+1-076-800-8486x485,Excellent,39,29,21,6,Male,46
251,Alexis,Anderson,Operations,Analyst,2021-07-17,104227.48,7.15,Danielleshire,Kansas,India,williamwoods@tucker-manning.com,+1-402-749-1587x66723,Poor,15,1,0,1,Male,44
252,Denise,Patterson,HR,Executive,2020-11-29,118803.86,11.63,New Anthonyshire,Utah,India,matthewsronnie@yahoo.com,001-233-412-3956,Good,30,4,50,9,Male,25
253,Kathryn,Smith,IT,Analyst,2019-03-26,52802.19,7.85,New Stephanie,Montana,India,ckhan@burton-farley.biz,1664580177,Excellent,3,25,24,4,Male,51
254,Craig,Rodriguez,HR,Manager,2021-07-18,31625.48,18.58,East Kevin,Maine,India,whitneylopez@bates.com,5525179025,Poor,5,26,34,4,Male,43
255,Scott,Wheeler,Operations,Coordinator,2025-03-15,101355.13,11.06,Shawnchester,Utah,India,mitchelljackson@hotmail.com,(831)876-5713x8771,Poor,30,27,23,5,Male,29
256,Jill,Nunez,HR,Manager,2022-02-01,96883.95,12.34,New Sherishire,Alaska,India,fcastro@gmail.com,103.425.7947,Excellent,42,0,38,6,Female,39
257,Jessica,Thomas,HR,Analyst,2016-01-11,50630.76,16.33,South Keithfurt,Kansas,India,michael67@gmail.com,(169)093-9684x641,Good,19,4,18,12,Male,26
258,Jessica,Franklin,HR,Developer,2017-02-04,62143.31,16.93,Ramirezland,Missouri,India,robert94@gmail.com,001-435-109-2834x65042,Excellent,21,28,34,14,Female,55
259,Jessica,Lewis,IT,Developer,2019-08-11,88676.53,12.71,North Casey,Montana,India,rachel72@moran.com,386-349-7655x742,Excellent,29,5,23,2,Male,45
260,Monica,Burns,Operations,Developer,2016-07-08,80431.77,13.29,Latashaton,Utah,India,william73@gmail.com,(137)096-8719x63862,Excellent,21,19,48,10,Female,26
261,Nicole,Thompson,Finance,Manager,2025-01-07,43255.06,14.92,Vargasburgh,Oregon,India,mannchelsea@bell-gutierrez.org,834.636.9850,Good,6,18,12,11,Male,33
262,Stacey,Anthony,Marketing,Analyst,2019-06-18,81261.43,14.02,Baldwinmouth,Maine,India,jerry01@page-taylor.com,+1-497-062-1622x9765,Good,36,1,22,3,Female,51
263,Sara,Walker,Operations,Analyst,2025-05-06,116838.51,16.88,Elizabethstad,Alaska,India,rodney69@gmail.com,765-917-2096,Average,36,13,29,11,Male,29
264,Sandra,Hogan,HR,Analyst,2015-08-31,42708.87,15.33,East Lisaborough,Texas,India,zwallace@rosario.org,001-733-336-1871x892,Poor,6,22,0,9,Female,47
265,Robert,Evans,HR,Coordinator,2023-05-05,64400.0,7.43,Coxfort,Georgia,India,moorejoshua@smith.com,4443177131,Good,45,11,7,11,Male,32
266,Jeffrey,Johnson,IT,Manager,2021-12-03,100340.18,10.84,Jonesshire,New York,India,dale54@yahoo.com,1851327465,Excellent,22,21,18,5,Male,34
267,Tanya,Daniels,HR,Coordinator,2025-06-25,79709.08,12.3,Johnland,Hawaii,India,cgoodwin@gmail.com,3188286633,Average,25,25,0,2,Female,56
268,Destiny,Gutierrez,Operations,Manager,2017-06-21,52097.61,14.2,Stacyview,South Dakota,India,michelleyang@hotmail.com,566-173-1923,Poor,12,12,26,8,Male,47
269,Frederick,Reese,IT,Executive,2018-10-18,117123.38,12.38,South Whitneyhaven,Ohio,India,hokevin@rivas.org,(024)037-5077,Poor,34,19,48,1,Female,50
270,Ryan,Johnson,Operations,Manager,2022-07-18,47573.29,16.63,Port Bryanton,Florida,India,xbrown@fuller-gonzalez.org,001-968-799-3752x24742,Average,40,26,34,2,Male,25
271,David,Johnson,HR,Analyst,2016-12-03,92785.9,18.41,East Dustinview,Utah,India,mlopez@clark.com,001-641-479-1719x8617,Poor,1,9,10,13,Female,58
272,Danielle,Miles,Operations,Coordinator,2019-10-06,31793.22,19.68,Hillside,Kansas,India,gonzaleztiffany@yahoo.com,938-229-5702x5649,Average,22,29,8,8,Male,39
273,Veronica,Reed,HR,Analyst,2020-03-19,110229.67,13.47,East Daniel,North Carolina,India,abigail68@miller.com,944-795-3565x6948,Excellent,31,20,17,1,Male,34
274,Jessica,Walker,IT,Manager,2022-12-24,80530.98,16.09,Phelpsborough,Wisconsin,India,gsanchez@hotmail.com,(320)741-7586x82500,Poor,43,13,39,3,Male,29
275,David,Hughes,Marketing,Developer,2016-11-25,54615.49,13.0,West Anthony,South Carolina,India,whitegary@gmail.com,001-190-767-8044x6726,Excellent,34,30,22,8,Female,41
276,Kristy,Taylor,HR,Executive,2016-06-27,116221.82,6.34,Ryanport,Nevada,India,awhite@hotmail.com,5507080379,Good,15,14,31,8,Female,54
277,Bridget,Williams,IT,Coordinator,2019-08-02,81831.92,17.56,Parkerburgh,Colorado,India,markmiller@hotmail.com,875-379-5327x1174,Average,3,18,42,10,Female,45
278,Amanda,Frazier,Marketing,Manager,2020-01-30,31451.17,15.65,Port Tara,Wisconsin,India,laurapatel@gmail.com,+1-431-999-5064,Good,24,30,1,9,Female,38
279,Jean,Burnett,IT,Analyst,2021-10-25,46236.6,5.04,Lisaton,Vermont,India,shannon32@hotmail.com,+1-148-005-8691x9290,Excellent,35,26,21,7,Male,45
280,Matthew,Anderson,Finance,Executive,2020-06-14,82762.99,15.62,East Rachel,Nevada,India,codyramirez@li.com,+1-654-183-1784x01063,Poor,31,14,34,11,Female,34
281,Charles,Baker,IT,Analyst,2017-09-06,92680.06,15.38,East Davidfurt,Maine,India,robertssteven@hotmail.com,(776)671-6735,Average,17,21,47,13,Female,53
282,Lauren,Patel,Finance,Analyst,2019-10-15,35923.9,16.93,Port Anntown,Utah,India,vbaker@thompson-powers.com,486.504.5356,Good,11,3,37,6,Female,38
283,Lori,Park,HR,Developer,2019-07-06,85880.2,15.66,Port Julian,Tennessee,India,christophergallegos@yahoo.com,877-800-0452,Average,18,23,46,1,Female,53
284,Wayne,Richardson,Operations,Manager,2024-10-04,46457.41,9.73,Hollyhaven,Massachusetts,India,bfloyd@delacruz.biz,001-594-762-0630,Good,47,4,13,1,Female,34
285,Jennifer,Carr,Operations,Analyst,2023-08-22,98234.39,9.83,South Lori,Ohio,India,iwilliams@jones.info,(333)853-3691x7202,Good,22,10,6,10,Female,31
286,Deborah,Wright,IT,Manager,2017-11-28,88760.76,11.81,Hectorburgh,South Dakota,India,sullivankatherine@gmail.com,001-552-584-8018,Average,22,19,29,13,Male,40
287,Jamie,Martinez,HR,Coordinator,2018-05-20,61326.26,17.18,Muellerburgh,Montana,India,michael13@chavez-gray.com,4342261057,Good,42,16,27,1,Male,57
288,Sarah,Brown,Marketing,Analyst,2016-02-25,86394.84,13.78,West Kellymouth,Utah,India,sanchezlisa@dominguez.info,(164)863-7519,Average,20,24,38,7,Female,32
289,Jeffery,Smith,IT,Manager,2018-08-18,56433.46,11.19,Richardview,Georgia,India,dpierce@gmail.com,001-160-530-7827x3861,Average,15,28,10,7,Female,45
290,Charles,Hanson,IT,Manager,2018-07-16,103698.06,17.89,Dillonview,Nevada,India,jacksonbrian@ryan.org,+1-932-010-8675,Excellent,46,7,35,4,Male,25
291,Katherine,Pena,Marketing,Developer,2018-02-09,45042.06,5.92,New Kristine,Wisconsin,India,kelly00@yahoo.com,+1-822-068-7913x934,Excellent,17,3,48,1,Male,52
292,Jessica,Huang,Finance,Executive,2017-02-22,117913.06,11.31,South Destiny,Maryland,India,sandersmark@gmail.com,001-276-815-2959x9475,Average,39,19,46,4,Female,51
293,Laura,Martin,Marketing,Executive,2025-02-02,31451.01,14.52,Michaelton,Oregon,India,berryandrea@taylor-cook.com,+1-918-451-0561,Excellent,43,25,50,14,Female,48
294,Tanya,Hopkins,Operations,Executive,2024-06-20,85987.2,14.1,South Regina,Delaware,India,deborah51@perry.com,2399705317,Poor,3,16,49,3,Female,51
295,Alexis,Weiss,Operations,Coordinator,2018-09-09,62277.91,15.75,Maddenmouth,Oklahoma,India,bryan58@kelley.com,349-197-4333,Average,27,13,45,1,Female,42
296,Michael,Stone,HR,Analyst,2022-11-29,59960.81,5.77,Kristenbury,Pennsylvania,India,donaldbutler@wilson.com,897-684-0097x36150,Excellent,36,18,11,4,Male,48
297,Steve,Campbell,IT,Executive,2022-07-12,107105.73,17.97,Sueton,Nevada,India,tannerschultz@gardner.com,+1-936-760-7335,Poor,48,27,43,1,Male,54
298,Gloria,Dean,Marketing,Developer,2016-06-28,95911.22,8.49,North Matthewbury,Alabama,India,davidcaldwell@jacobs-salazar.com,227.087.7586,Excellent,43,30,30,1,Male,45
299,Allison,Martin,Finance,Analyst,2021-10-26,33351.03,8.21,Port Denise,New Jersey,India,webbtristan@daniels.com,001-666-477-2687x895,Average,3,5,11,11,Female,36
300,Regina,Swanson,HR,Developer,2015-10-01,33154.14,15.0,Jimenezchester,Texas,India,lorihill@yahoo.com,717-948-8557x196,Excellent,43,18,17,13,Female,31
301,Dakota,Montgomery,Operations,Executive,2019-12-04,116174.58,15.01,Leeborough,Iowa,India,yvaldez@gmail.com,773-252-3907x329,Poor,33,24,1,9,Female,42
302,Juan,Daniel,IT,Developer,2022-10-23,31201.49,13.78,Juareztown,Montana,India,crystallong@burns.org,425-461-3774x6743,Average,35,16,10,11,Male,29
303,Jeremy,English,Marketing,Analyst,2015-11-03,108254.74,6.38,Samuelchester,North Carolina,India,nathan67@bishop.org,(763)127-6462x34405,Average,24,12,8,14,Female,51
304,Joseph,Roberts,IT,Developer,2020-04-05,54653.58,8.03,Lauraton,Arkansas,India,johnjacobson@rivera-fernandez.com,+1-240-489-6499x1396,Average,19,16,12,13,Female,60
305,Amy,Martinez,Marketing,Executive,2017-09-01,88428.1,10.02,North Samanthachester,Alaska,India,christopherduffy@singh.info,421-576-7381x1471,Good,3,23,45,8,Female,31
306,Dana,Whitney,IT,Coordinator,2021-06-03,43556.05,19.7,Johnsonport,Indiana,India,ehayes@mack.com,6784913302,Poor,30,30,37,11,Female,45
307,Gabrielle,Mcdowell,Marketing,Executive,2019-02-15,56903.55,7.62,Powersmouth,Washington,India,perkinsrachel@williams.net,001-474-944-1555x1620,Excellent,11,4,45,4,Male,50
308,Tanya,Price,Finance,Executive,2022-04-26,42866.94,16.18,Fordtown,Rhode Island,India,tylerthompson@hotmail.com,922.518.1873x796,Excellent,13,23,18,9,Female,26
309,Jason,Peterson,IT,Analyst,2019-08-29,95412.57,16.09,East Tara,Florida,India,zavila@harris.com,+1-983-780-0761x169,Good,47,23,8,9,Male,25
310,Mitchell,Newton,IT,Manager,2019-11-30,84887.8,14.42,West Jamieside,Wyoming,India,daniel86@tran.info,(958)920-5975,Poor,26,15,48,8,Female,39
311,Maria,Wright,IT,Manager,2024-01-21,65499.5,13.39,South Trevor,Pennsylvania,India,jasonmiller@hotmail.com,(493)918-8060,Good,8,27,50,7,Female,39
312,Darlene,Jimenez,Marketing,Developer,2018-05-05,57533.14,14.62,Madisonbury,Kentucky,India,elizabethsexton@campos.info,433-534-6597,Average,16,23,0,9,Female,41
